Resume,TECHNICAL_SKILL,COMPANY_NAME,TOOL,EDUCATION,EXPERIENCE,DESIGNATION,LOCATION,LANGUAGE,SOFT_SKILL,PAY,CERTIFICATION
"Experienced Data Scientist, Backend Developer, DevOps Engineer, Software Engineer professional with expertise in Python, Docker and hands-on experience with GitHub, Jira, VS Code, Salesforce. Holding Bachelor's in Computer Science, Master's in Information Systems with 7+ years, Mid-Senior level, 3-5 years, 5+ years of work experience. Previously worked at Microsoft, Amazon, Facebook located in San Francisco, CA, Seattle, WA, New York, NY. Fluent in English, Spanish with strong Communication Skills, Problem-Solving, Teamwork. Certified in PMP Certification, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $90k–$120k, $80k–$100k.","Python, Docker","Microsoft, Amazon, Facebook","GitHub, Jira, VS Code, Salesforce","Bachelor's in Computer Science, Master's in Information Systems","7+ years, Mid-Senior level, 3-5 years, 5+ years","Data Scientist, Backend Developer, DevOps Engineer, Software Engineer","San Francisco, CA, Seattle, WA, New York, NY","English, Spanish","Communication Skills, Problem-Solving, Teamwork","$90k–$120k, $80k–$100k","PMP Certification, AWS Certified Solutions Architect"
"Experienced Data Scientist, Backend Developer, Product Manager, Software Engineer professional with expertise in Kubernetes, AWS, Machine Learning and hands-on experience with Slack, Tableau, VS Code. Holding Master's in Information Systems, Ph.D. in Data Science with 7+ years, 3-5 years, Mid-Senior level of work experience. Previously worked at Microsoft, Facebook located in Boston, MA, New York, NY. Fluent in French, German with strong Adaptability, Problem-Solving, Leadership. Certified in Google Cloud Professional, Certified Scrum Master. Seeking new opportunities with an expected salary around $80k–$100k, $100k–$130k, $90k–$120k, $120k–$150k.","Kubernetes, AWS, Machine Learning","Microsoft, Facebook","Slack, Tableau, VS Code","Master's in Information Systems, Ph.D. in Data Science","7+ years, 3-5 years, Mid-Senior level","Data Scientist, Backend Developer, Product Manager, Software Engineer","Boston, MA, New York, NY","French, German","Adaptability, Problem-Solving, Leadership","$80k–$100k, $100k–$130k, $90k–$120k, $120k–$150k","Google Cloud Professional, Certified Scrum Master"
"Experienced Product Manager, DevOps Engineer, Data Scientist, Software Engineer professional with expertise in AWS, SQL, Java and hands-on experience with Salesforce, GitHub, Slack. Holding Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science with Mid-Senior level, 3-5 years of work experience. Previously worked at IBM, Apple, Facebook located in New York, NY, Chicago, IL, Boston, MA, San Francisco, CA. Fluent in Spanish, French, German, English with strong Leadership, Communication Skills. Certified in PMP Certification, AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master. Seeking new opportunities with an expected salary around $80k–$100k, $100k–$130k, $90k–$120k.","AWS, SQL, Java","IBM, Apple, Facebook","Salesforce, GitHub, Slack","Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science","Mid-Senior level, 3-5 years","Product Manager, DevOps Engineer, Data Scientist, Software Engineer","New York, NY, Chicago, IL, Boston, MA, San Francisco, CA","Spanish, French, German, English","Leadership, Communication Skills","$80k–$100k, $100k–$130k, $90k–$120k","PMP Certification, AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master"
"Experienced Data Scientist, Software Engineer, Product Manager, Backend Developer professional with expertise in Machine Learning, Python, Java and hands-on experience with GitHub, Slack. Holding Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science with 2+ years, 3-5 years of work experience. Previously worked at Netflix, IBM, Facebook, Google located in New York, NY, Seattle, WA, Boston, MA. Fluent in English, French with strong Adaptability, Communication Skills, Problem-Solving, Leadership. Certified in AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional, Certified Scrum Master. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k.","Machine Learning, Python, Java","Netflix, IBM, Facebook, Google","GitHub, Slack","Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science","2+ years, 3-5 years","Data Scientist, Software Engineer, Product Manager, Backend Developer","New York, NY, Seattle, WA, Boston, MA","English, French","Adaptability, Communication Skills, Problem-Solving, Leadership","$120k–$150k, $100k–$130k","AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional, Certified Scrum Master"
"Experienced Product Manager, Software Engineer professional with expertise in AWS, TensorFlow, Kubernetes and hands-on experience with Jira, VS Code, Tableau, Figma. Holding Bachelor's in Computer Science, Master's in Information Systems with Entry level, 5+ years, Mid-Senior level, 3-5 years of work experience. Previously worked at Google, Facebook located in San Francisco, CA, Austin, TX. Fluent in English, Spanish with strong Leadership, Communication Skills, Problem-Solving, Teamwork. Certified in AWS Certified Solutions Architect, Google Cloud Professional, PMP Certification. Seeking new opportunities with an expected salary around $90k–$120k, $120k–$150k.","AWS, TensorFlow, Kubernetes","Google, Facebook","Jira, VS Code, Tableau, Figma","Bachelor's in Computer Science, Master's in Information Systems","Entry level, 5+ years, Mid-Senior level, 3-5 years","Product Manager, Software Engineer","San Francisco, CA, Austin, TX","English, Spanish","Leadership, Communication Skills, Problem-Solving, Teamwork","$90k–$120k, $120k–$150k","AWS Certified Solutions Architect, Google Cloud Professional, PMP Certification"
"Experienced Backend Developer, Product Manager professional with expertise in Kubernetes, SQL, Docker, Machine Learning and hands-on experience with VS Code, Tableau, GitHub, Slack. Holding Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science with 2+ years, 3-5 years, Mid-Senior level of work experience. Previously worked at Microsoft, Facebook located in Seattle, WA, New York, NY, Austin, TX, Chicago, IL. Fluent in German, English with strong Leadership, Communication Skills, Problem-Solving. Certified in PMP Certification, Certified Scrum Master, AWS Certified Solutions Architect, Google Cloud Professional. Seeking new opportunities with an expected salary around $120k–$150k, $80k–$100k.","Kubernetes, SQL, Docker, Machine Learning","Microsoft, Facebook","VS Code, Tableau, GitHub, Slack","Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science","2+ years, 3-5 years, Mid-Senior level","Backend Developer, Product Manager","Seattle, WA, New York, NY, Austin, TX, Chicago, IL","German, English","Leadership, Communication Skills, Problem-Solving","$120k–$150k, $80k–$100k","PMP Certification, Certified Scrum Master, AWS Certified Solutions Architect, Google Cloud Professional"
"Experienced DevOps Engineer, Software Engineer, Product Manager professional with expertise in Docker, Kubernetes, Java and hands-on experience with Tableau, Figma, VS Code, GitHub. Holding Ph.D. in Data Science, Bachelor's in Computer Science with 7+ years, 3-5 years, 2+ years, Mid-Senior level of work experience. Previously worked at Amazon, Tesla, Apple, Microsoft located in Boston, MA, New York, NY. Fluent in German, Spanish with strong Adaptability, Problem-Solving, Communication Skills. Certified in Google Cloud Professional, Certified Scrum Master. Seeking new opportunities with an expected salary around $80k–$100k, $100k–$130k, $90k–$120k, $120k–$150k.","Docker, Kubernetes, Java","Amazon, Tesla, Apple, Microsoft","Tableau, Figma, VS Code, GitHub","Ph.D. in Data Science, Bachelor's in Computer Science","7+ years, 3-5 years, 2+ years, Mid-Senior level","DevOps Engineer, Software Engineer, Product Manager","Boston, MA, New York, NY","German, Spanish","Adaptability, Problem-Solving, Communication Skills","$80k–$100k, $100k–$130k, $90k–$120k, $120k–$150k","Google Cloud Professional, Certified Scrum Master"
"Experienced DevOps Engineer, Data Scientist, Backend Developer, Software Engineer professional with expertise in Machine Learning, Python and hands-on experience with Slack, Tableau, Jira, GitHub. Holding Bachelor's in Computer Science, Ph.D. in Data Science with Mid-Senior level, 2+ years, 7+ years of work experience. Previously worked at Apple, Tesla, Netflix located in San Francisco, CA, Austin, TX, Chicago, IL. Fluent in French, Spanish, English with strong Teamwork, Adaptability, Problem-Solving. Certified in PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $90k–$120k, $120k–$150k, $100k–$130k, $80k–$100k.","Machine Learning, Python","Apple, Tesla, Netflix","Slack, Tableau, Jira, GitHub","Bachelor's in Computer Science, Ph.D. in Data Science","Mid-Senior level, 2+ years, 7+ years","DevOps Engineer, Data Scientist, Backend Developer, Software Engineer","San Francisco, CA, Austin, TX, Chicago, IL","French, Spanish, English","Teamwork, Adaptability, Problem-Solving","$90k–$120k, $120k–$150k, $100k–$130k, $80k–$100k","PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced Software Engineer, DevOps Engineer professional with expertise in TensorFlow, Docker, Kubernetes, Java and hands-on experience with Jira, Salesforce, Figma, Tableau. Holding Bachelor's in Computer Science, Ph.D. in Data Science with 7+ years, 5+ years of work experience. Previously worked at Microsoft, Netflix, Amazon located in Chicago, IL, Boston, MA, New York, NY. Fluent in Spanish, French with strong Adaptability, Communication Skills, Leadership, Problem-Solving. Certified in Google Cloud Professional, Certified Scrum Master, PMP Certification. Seeking new opportunities with an expected salary around $120k–$150k, $80k–$100k.","TensorFlow, Docker, Kubernetes, Java","Microsoft, Netflix, Amazon","Jira, Salesforce, Figma, Tableau","Bachelor's in Computer Science, Ph.D. in Data Science","7+ years, 5+ years","Software Engineer, DevOps Engineer","Chicago, IL, Boston, MA, New York, NY","Spanish, French","Adaptability, Communication Skills, Leadership, Problem-Solving","$120k–$150k, $80k–$100k","Google Cloud Professional, Certified Scrum Master, PMP Certification"
"Experienced Data Scientist, Software Engineer professional with expertise in Machine Learning, TensorFlow, Kubernetes, SQL and hands-on experience with Tableau, Figma, VS Code. Holding Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems with Mid-Senior level, Entry level of work experience. Previously worked at Netflix, Apple, Amazon, Tesla located in Seattle, WA, Boston, MA, Chicago, IL, New York, NY. Fluent in German, Spanish, French, English with strong Adaptability, Communication Skills, Leadership. Certified in Certified Scrum Master, Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $120k–$150k, $90k–$120k, $100k–$130k.","Machine Learning, TensorFlow, Kubernetes, SQL","Netflix, Apple, Amazon, Tesla","Tableau, Figma, VS Code","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","Mid-Senior level, Entry level","Data Scientist, Software Engineer","Seattle, WA, Boston, MA, Chicago, IL, New York, NY","German, Spanish, French, English","Adaptability, Communication Skills, Leadership","$120k–$150k, $90k–$120k, $100k–$130k","Certified Scrum Master, Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect"
"Experienced Software Engineer, Data Scientist professional with expertise in Docker, Java, AWS, TensorFlow and hands-on experience with Salesforce, Slack, Jira. Holding Bachelor's in Computer Science, Master's in Information Systems with 7+ years, Entry level, 2+ years, 3-5 years of work experience. Previously worked at Apple, IBM, Netflix located in New York, NY, Seattle, WA, San Francisco, CA. Fluent in English, German, Spanish, French with strong Problem-Solving, Adaptability, Communication Skills. Certified in PMP Certification, Certified Scrum Master. Seeking new opportunities with an expected salary around $120k–$150k, $80k–$100k.","Docker, Java, AWS, TensorFlow","Apple, IBM, Netflix","Salesforce, Slack, Jira","Bachelor's in Computer Science, Master's in Information Systems","7+ years, Entry level, 2+ years, 3-5 years","Software Engineer, Data Scientist","New York, NY, Seattle, WA, San Francisco, CA","English, German, Spanish, French","Problem-Solving, Adaptability, Communication Skills","$120k–$150k, $80k–$100k","PMP Certification, Certified Scrum Master"
